4,4,3,4,2,5,2,3,1,4,4,2,6,6
1,0,0,0,0,0,0,0,0,0,0,0,0,0

4,6,6,6,4,1,5,2,4,4,2,2,2,4
0,0,0,0,0,0,0,0,0,0,4,0,0,0

6,6,7,8,4,4,4,4,5,6,1,4,2,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0

4,5,7,6,2,5,9,6,5,8,5,5,1,7
0,0,0,0,0,0,0,0,0,0,6,0,4,0

6,4,5,3,4,3,2,0,3,5,5,3,3,4
0,0,0,0,0,0,0,0,0,0,0,5,1,0

8,7,7,6,4,0,2,8,6,4,6,5,4,10
0,0,0,0,0,2,0,0,0,0,0,0,0,0

16,6,4,4,5,3,4,8,2,5,4,3,5,5
0,0,0,0,0,0,0,0,0,0,0,5,0,1

15,5,2,6,6,4,6,7,5,4,5,4,7,5
0,0,0,0,0,0,0,0,0,0,0,0,0,2

20,3,5,5,2,3,3,4,2,6,7,9,4,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0

2,6,4,7,3,7,9,6,9,7,5,2,5,6
0,0,0,0,0,0,0,0,0,0,6,0,2,0

5,9,5,8,5,5,7,2,7,9,5,1,3,8
8,0,0,0,0,0,0,0,0,0,2,4,0,0

